time_s;speed_kmh;soc_%;P_bar
15.500000;30.000000;99.858733;148.837574
15.600000;30.000000;99.858249;148.836366
15.700000;30.000000;99.857765;148.835157
15.800000;30.000000;99.857282;148.833949
15.900000;30.000000;99.856798;148.832740
16.000000;30.000000;99.856314;148.831531
16.100000;30.000000;99.855830;148.830323
16.200000;30.000000;99.855346;148.829114
16.300000;30.000000;99.854862;148.827906
16.400000;30.000000;99.854379;148.826697
16.500000;30.000000;99.853895;148.825489
16.600000;30.000000;99.853411;148.824280
16.700000;30.000000;99.852927;148.823071
16.800000;30.000000;99.852443;148.821863
16.900000;30.000000;99.851960;148.820654
17.000000;30.000000;99.851476;148.819446
17.100000;30.000000;99.850992;148.818237
17.200000;30.000000;99.850508;148.817029
17.300000;30.000000;99.850024;148.815820
17.400000;30.000000;99.849541;148.814612
17.500000;30.000000;99.849057;148.813403
17.600000;30.000000;99.848573;148.812195
17.700000;30.000000;99.848089;148.810986
17.800000;30.000000;99.847605;148.809778
17.900000;30.000000;99.847122;148.808569
18.000000;30.000000;99.846638;148.807361
18.100000;29.387755;98.000000;148.812846
18.200000;28.775510;98.000000;148.818196
18.300000;28.163265;98.000000;148.823412
18.400000;27.551020;98.000000;148.828491
18.500000;26.938776;98.000000;148.833435
18.600000;26.326531;98.000000;148.838243
18.700000;25.714286;98.000000;148.842915
18.800000;25.102041;98.000000;148.847449
18.900000;24.489796;98.000000;148.851847
19.000000;23.877551;98.000000;148.856108
19.100000;23.265306;98.000000;148.860232
19.200000;22.653061;98.000000;148.864217
19.300000;22.040816;98.000000;148.868065
19.400000;21.428571;98.000000;148.871775
19.500000;20.816327;98.000000;148.875347
19.600000;20.204082;98.000000;148.878780
19.700000;19.591837;98.000000;148.882074
19.800000;18.979592;98.000000;148.885229
19.900000;18.367347;98.000000;148.888245
20.000000;17.755102;98.000000;148.891122
20.100000;17.142857;98.000000;148.893860
20.200000;16.530612;98.000000;148.896457
20.300000;15.918367;98.000000;148.898915
20.400000;15.306122;98.000000;148.901233
20.500000;14.693878;98.000000;148.903411
20.600000;14.081633;98.000000;148.905448
20.700000;13.469388;98.000000;148.907345
20.800000;12.857143;98.000000;148.909102
20.900000;12.244898;98.000000;148.910717
21.000000;11.632653;98.000000;148.912192
21.100000;11.020408;98.000000;148.913526
21.200000;10.408163;98.000000;148.914719
21.300000;9.795918;98.000000;148.915771
21.400000;9.183673;98.000000;148.916681
21.500000;8.571429;98.000000;148.917450
21.600000;7.959184;98.000000;148.918078
21.700000;7.346939;98.000000;148.918564
21.800000;6.734694;98.000000;148.918908
21.900000;6.122449;98.000000;148.919111
22.000000;5.510204;98.000000;148.919172
22.100000;4.897959;98.000000;148.919092
22.200000;4.285714;98.000000;148.918869
22.300000;3.673469;98.000000;148.918505
22.400000;3.061224;98.000000;148.917999
22.500000;2.448980;98.000000;148.917351
22.600000;1.836735;98.000000;148.916561
22.700000;1.224490;98.000000;148.915629
22.800000;0.612245;98.000000;148.914555
22.900000;0.000000;98.000000;148.913340
23.000000;0.000000;98.000000;148.912124
23.100000;0.000000;98.000000;148.910908
23.200000;0.000000;98.000000;148.909692
23.300000;0.000000;98.000000;148.908476
23.400000;0.000000;98.000000;148.907261
23.500000;0.000000;98.000000;148.906045
23.600000;0.000000;98.000000;148.904829
23.700000;0.000000;98.000000;148.903613
23.800000;0.000000;98.000000;148.902397
23.900000;0.000000;98.000000;148.901181
24.000000;0.000000;97.999999;148.899966
24.100000;0.000000;97.999999;148.898750
24.200000;0.000000;97.999999;148.897534
24.300000;0.000000;97.999999;148.896318
24.400000;0.000000;97.999999;148.895103
24.500000;0.000000;97.999999;148.893887
24.600000;0.000000;97.999999;148.892671
24.700000;0.000000;97.999999;148.891455
24.800000;0.000000;97.999999;148.890240
24.900000;0.000000;97.999999;148.889024
25.000000;0.000000;97.999999;148.887808
25.100000;0.000000;97.999999;148.886592
25.200000;0.000000;97.999999;148.885377
25.300000;0.000000;97.999999;148.884161
25.400000;0.000000;97.999999;148.882945
25.500000;0.000000;97.999999;148.881729
25.600000;0.000000;97.999999;148.880514
25.700000;0.000000;97.999999;148.879298
25.800000;0.000000;97.999999;148.878082
25.900000;0.000000;97.999999;148.876867
26.000000;0.000000;97.999999;148.875651
26.100000;0.000000;97.999999;148.874435
26.200000;0.000000;97.999998;148.873219
26.300000;0.000000;97.999998;148.872004
26.400000;0.000000;97.999998;148.870788
26.500000;0.000000;97.999998;148.869572
26.600000;0.000000;97.999998;148.868357
26.700000;0.000000;97.999998;148.867141
26.800000;0.000000;97.999998;148.865925
26.900000;0.000000;97.999998;148.864710
27.000000;0.000000;97.999998;148.863494
27.100000;0.000000;97.999998;148.862279
27.200000;0.000000;97.999998;148.861063
27.300000;0.000000;97.999998;148.859847
27.400000;0.000000;97.999998;148.858632
27.500000;0.000000;97.999998;148.857416
27.600000;0.000000;97.999998;148.856200
27.700000;0.000000;97.999998;148.854985
27.800000;0.000000;97.999998;148.853769
27.900000;0.000000;97.999998;148.852554
28.000000;0.000000;97.999998;148.851338
28.100000;0.000000;97.999998;148.850122
28.200000;0.000000;97.999998;148.848907
28.300000;0.000000;97.999997;148.847691
28.400000;0.000000;97.999997;148.846476
28.500000;0.000000;97.999997;148.845260
28.600000;0.000000;97.999997;148.844045
28.700000;0.000000;97.999997;148.842829
28.800000;0.000000;97.999997;148.841613
28.900000;0.000000;97.999997;148.840398
29.000000;0.000000;97.999997;148.839182
29.100000;0.000000;97.999997;148.837967
29.200000;0.000000;97.999997;148.836751
29.300000;0.000000;97.999997;148.835536
29.400000;0.000000;97.999997;148.834320
29.500000;0.000000;97.999997;148.833105
29.600000;0.000000;97.999997;148.831889
29.700000;0.000000;97.999997;148.830674
29.800000;0.000000;97.999997;148.829458
29.900000;0.000000;97.999997;148.828243
30.000000;0.000000;97.999997;148.827027
30.100000;0.000000;97.999997;148.825812
30.200000;0.000000;97.999997;148.824596
30.300000;0.000000;97.999997;148.823381
30.400000;0.000000;97.999996;148.822165
30.500000;0.000000;97.999996;148.820950
30.600000;0.000000;97.999996;148.819734
30.700000;0.000000;97.999996;148.818519
30.800000;0.000000;97.999996;148.817303
30.900000;0.000000;97.999996;148.816088
31.000000;0.000000;97.999996;148.814872
31.100000;0.000000;97.999996;148.813657
31.200000;0.000000;97.999996;148.812442
31.300000;0.000000;97.999996;148.811226
31.400000;0.000000;97.999996;148.810011
31.500000;0.000000;97.999996;148.808795
31.600000;0.000000;97.999996;148.807580
31.700000;0.000000;97.999996;148.806364
31.800000;0.000000;97.999996;148.805149
31.900000;0.000000;97.999996;148.803934
32.000000;0.000000;97.999996;148.802718
32.100000;0.000000;97.999996;148.801503
32.200000;0.000000;97.999996;148.800287
32.300000;0.000000;97.999996;148.799072
32.400000;0.000000;97.999996;148.797857
32.500000;0.000000;97.999996;148.796641
32.600000;0.000000;97.999995;148.795426
32.700000;0.000000;97.999995;148.794211
32.800000;0.000000;97.999995;148.792995
32.900000;0.000000;97.999995;148.791780
33.000000;0.000000;97.999995;148.790564
33.100000;0.505051;97.999911;148.789349
33.200000;1.010101;97.999741;148.788134
33.300000;1.515152;97.999487;148.786918
33.400000;2.020202;97.999149;148.785703
33.500000;2.525253;97.998725;148.784488
33.600000;3.030303;97.998217;148.783273
33.700000;3.535354;97.997625;148.782057
33.800000;4.040404;97.996947;148.780842
33.900000;4.545455;97.996185;148.779627
34.000000;5.050505;97.995338;148.778411
34.100000;5.555556;97.994406;148.777196
34.200000;6.060606;97.993398;148.775981
34.300000;6.565657;97.992339;148.774765
34.400000;7.070707;97.991230;148.773550
34.500000;7.575758;97.990043;148.772335
34.600000;8.080808;97.988777;148.771120
34.700000;8.585859;97.987432;148.769904
34.800000;9.090909;97.986007;148.768689
34.900000;9.595960;97.984503;148.767474
35.000000;10.101010;97.982919;148.766259
35.100000;10.606061;97.981256;148.765043
35.200000;11.111111;97.979521;148.763828
35.300000;11.616162;97.977719;148.762613
35.400000;12.121212;97.975848;148.761398
35.500000;12.626263;97.973912;148.760182
35.600000;13.131313;97.971909;148.758967
35.700000;13.636364;97.969842;148.757752
35.800000;14.141414;97.967710;148.756537
35.900000;14.646465;97.966283;148.732007
36.000000;15.151515;97.964815;148.706667
36.100000;15.656566;97.963307;148.680516
36.200000;16.161616;97.961759;148.653553
36.300000;16.666667;97.960171;148.625777
36.400000;17.171717;97.958544;148.597188
36.500000;17.676768;97.956878;148.567784
36.600000;18.181818;97.955173;148.537564
36.700000;18.686869;97.953431;148.506529
36.800000;19.191919;97.951651;148.474676
36.900000;19.696970;97.949834;148.442006
37.000000;20.202020;97.947980;148.408467
37.100000;20.707071;97.946089;148.373981
37.200000;21.212121;97.944162;148.338540
37.300000;21.717172;97.942199;148.302134
37.400000;22.222222;97.940201;148.264755
37.500000;22.727273;97.938167;148.226395
37.600000;23.232323;97.936098;148.187045
37.700000;23.737374;97.933995;148.146696
37.800000;24.242424;97.931858;148.105339
37.900000;24.747475;97.929686;148.062965
38.000000;25.252525;97.927481;148.019564
38.100000;25.757576;97.925243;147.975128
38.200000;26.262626;97.922971;147.929646
38.300000;26.767677;97.920667;147.883109
38.400000;27.272727;97.918346;147.835507
38.500000;27.777778;97.915981;147.786829
38.600000;28.282828;97.913573;147.737067
38.700000;28.787879;97.911120;147.686209
38.800000;29.292929;97.908624;147.634245
38.900000;29.797980;97.906083;147.581164
39.000000;30.303030;97.903498;147.526956
39.100000;30.808081;97.900869;147.471610
39.200000;31.313131;97.898196;147.415114
39.300000;31.818182;97.895479;147.357458
39.400000;32.323232;97.892717;147.298630
39.500000;32.828283;97.889910;147.238618
39.600000;33.333333;97.887059;147.177410
39.700000;33.838384;97.884164;147.114995
39.800000;34.343434;97.881224;147.051361
39.900000;34.848485;97.878239;146.986494
40.000000;35.353535;97.873578;146.985350
40.100000;35.858586;97.868847;146.984206
40.200000;36.363636;97.864048;146.983062
40.300000;36.868687;97.859179;146.981918
40.400000;37.373737;97.854241;146.980774
40.500000;37.878788;97.849233;146.979630
40.600000;38.383838;97.844156;146.978486
40.700000;38.888889;97.839008;146.977342
40.800000;39.393939;97.833791;146.976198
40.900000;39.898990;97.828504;146.975054
41.000000;40.404040;97.823146;146.973910
41.100000;40.909091;97.817718;146.972766
41.200000;41.414141;97.812220;146.971622
41.300000;41.919192;97.806651;146.970477
41.400000;42.424242;97.801011;146.969333
41.500000;42.929293;97.795300;146.968189
41.600000;43.434343;97.789519;146.967045
41.700000;43.939394;97.783666;146.965901
41.800000;44.444444;97.777741;146.964757
41.900000;44.949495;97.771745;146.963613
42.000000;45.454545;97.765678;146.962469
42.100000;45.959596;97.759538;146.961324
42.200000;46.464646;97.753327;146.960180
42.300000;46.969697;97.747044;146.959036
42.400000;47.474747;97.740688;146.957892
42.500000;47.979798;97.734259;146.956748
42.600000;48.484848;97.727759;146.955604
42.700000;48.989899;97.721185;146.954459
42.800000;49.494949;97.714538;146.953315
42.900000;50.000000;97.707818;146.952171
43.000000;50.000000;97.706960;146.951027
43.100000;50.000000;97.706102;146.949883
43.200000;50.000000;97.705245;146.948738
43.300000;50.000000;97.704387;146.947594
43.400000;50.000000;97.703529;146.946450
43.500000;50.000000;97.702671;146.945306
43.600000;50.000000;97.701813;146.944161
43.700000;50.000000;97.700955;146.943017
43.800000;50.000000;97.700097;146.941873
43.900000;50.000000;97.699240;146.940728
44.000000;50.000000;97.698382;146.939584
44.100000;50.000000;97.697524;146.938440
44.200000;50.000000;97.696666;146.937296
44.300000;50.000000;97.695808;146.936151
44.400000;50.000000;97.694950;146.935007
44.500000;50.000000;97.694092;146.933863
44.600000;50.000000;97.693235;146.932718
44.700000;50.000000;97.692377;146.931574
44.800000;50.000000;97.691519;146.930430
44.900000;50.000000;97.690661;146.929285
45.000000;50.000000;97.689803;146.928141
45.100000;50.000000;97.688945;146.926997
45.200000;50.000000;97.688087;146.925852
45.300000;50.000000;97.687230;146.924708
45.400000;50.000000;97.686372;146.923563
45.500000;50.000000;97.685514;146.922419
45.600000;50.000000;97.684656;146.921275
45.700000;50.000000;97.683798;146.920130
45.800000;50.000000;97.682940;146.918986
45.900000;50.000000;97.682082;146.917841
46.000000;50.000000;97.681225;146.916697
46.100000;50.000000;97.680367;146.915552
46.200000;50.000000;97.679509;146.914408
46.300000;50.000000;97.678651;146.913264
46.400000;50.000000;97.677793;146.912119
46.500000;50.000000;97.676935;146.910975
46.600000;50.000000;97.676077;146.909830
46.700000;50.000000;97.675220;146.908686
46.800000;50.000000;97.674362;146.907541
46.900000;50.000000;97.673504;146.906397
47.000000;50.000000;97.672646;146.905252
47.100000;50.000000;97.671788;146.904108
47.200000;50.000000;97.670930;146.902963
47.300000;50.000000;97.670072;146.901819
47.400000;50.000000;97.669215;146.900674
47.500000;50.000000;97.668357;146.899530
47.600000;50.000000;97.667499;146.898385
47.700000;50.000000;97.666641;146.897240
47.800000;50.000000;97.665783;146.896096
47.900000;50.000000;97.664925;146.894951
48.000000;50.000000;97.664067;146.893807
48.100000;50.000000;97.663210;146.892662
48.200000;50.000000;97.662352;146.891518
48.300000;50.000000;97.661494;146.890373
48.400000;50.000000;97.660636;146.889228
48.500000;50.000000;97.659778;146.888084
48.600000;50.000000;97.658920;146.886939
48.700000;50.000000;97.658062;146.885795
48.800000;50.000000;97.657204;146.884650
48.900000;50.000000;97.656347;146.883505
49.000000;50.000000;97.655489;146.882361
49.100000;50.000000;97.654631;146.881216
49.200000;50.000000;97.653773;146.880071
49.300000;50.000000;97.652915;146.878927
49.400000;50.000000;97.652057;146.877782
49.500000;50.000000;97.651199;146.876637
49.600000;50.000000;97.650342;146.875493
49.700000;50.000000;97.649484;146.874348
49.800000;50.000000;97.648626;146.873203
49.900000;50.000000;97.647768;146.872059
50.000000;50.000000;97.646910;146.870914
50.100000;50.000000;97.646052;146.869769
50.200000;50.000000;97.645194;146.868624
50.300000;50.000000;97.644337;146.867480
50.400000;50.000000;97.643479;146.866335
50.500000;50.000000;97.642621;146.865190
50.600000;50.000000;97.641763;146.864045
50.700000;50.000000;97.640905;146.862901
50.800000;50.000000;97.640047;146.861756
50.900000;50.000000;97.639189;146.860611
51.000000;50.000000;97.638332;146.859466
51.100000;50.000000;97.637474;146.858322
51.200000;50.000000;97.636616;146.857177
51.300000;50.000000;97.635758;146.856032
51.400000;50.000000;97.634900;146.854887
51.500000;50.000000;97.634042;146.853742
51.600000;50.000000;97.633184;146.852598
51.700000;50.000000;97.632327;146.851453
51.800000;50.000000;97.631469;146.850308
51.900000;50.000000;97.630611;146.849163
52.000000;50.000000;97.629753;146.848018
52.100000;50.000000;97.628895;146.846873
52.200000;50.000000;97.628037;146.845728
52.300000;50.000000;97.627179;146.844584
52.400000;50.000000;97.626322;146.843439
52.500000;50.000000;97.625464;146.842294
52.600000;50.000000;97.624606;146.841149
52.700000;50.000000;97.623748;146.840004
52.800000;50.000000;97.622890;146.838859
52.900000;50.000000;97.622032;146.837714
53.000000;50.000000;97.621174;146.836569
53.100000;50.000000;97.620317;146.835424
53.200000;50.000000;97.619459;146.834279
53.300000;50.000000;97.618601;146.833134
53.400000;50.000000;97.617743;146.831990
53.500000;50.000000;97.616885;146.830845
53.600000;50.000000;97.616027;146.829700
53.700000;50.000000;97.615169;146.828555
53.800000;50.000000;97.614312;146.827410
53.900000;50.000000;97.613454;146.826265
54.000000;50.000000;97.612596;146.825120
54.100000;50.000000;97.611738;146.823975
54.200000;50.000000;97.610880;146.822830
54.300000;50.000000;97.610022;146.821685
54.400000;50.000000;97.609164;146.820540
54.500000;50.000000;97.608307;146.819395
54.600000;50.000000;97.607449;146.818250
54.700000;50.000000;97.606591;146.817105
54.800000;50.000000;97.605733;146.815960
54.900000;50.000000;97.604875;146.814815
55.000000;50.000000;97.604017;146.813669
55.100000;50.000000;97.603159;146.812524
55.200000;50.000000;97.602302;146.811379
55.300000;50.000000;97.601444;146.810234
55.400000;50.000000;97.600586;146.809089
55.500000;50.000000;97.599728;146.807944
55.600000;50.000000;97.598870;146.806799
55.700000;50.000000;97.598012;146.805654
55.800000;50.000000;97.597154;146.804509
55.900000;50.000000;97.596297;146.803364
56.000000;50.000000;97.595439;146.802219
56.100000;50.000000;97.594581;146.801073
56.200000;50.000000;97.593723;146.799928
56.300000;50.000000;97.592865;146.798783
56.400000;50.000000;97.592007;146.797638
56.500000;50.000000;97.591149;146.796493
56.600000;50.000000;97.590291;146.795348
56.700000;50.000000;97.589434;146.794202
56.800000;50.000000;97.588576;146.793057
56.900000;50.000000;97.587718;146.791912
57.000000;50.000000;97.586860;146.790767
57.100000;50.000000;97.586002;146.789622
57.200000;50.000000;97.585144;146.788477
57.300000;50.000000;97.584286;146.787331
57.400000;50.000000;97.583429;146.786186
57.500000;50.000000;97.582571;146.785041
57.600000;50.000000;97.581713;146.783896
57.700000;50.000000;97.580855;146.782750
57.800000;50.000000;97.579997;146.781605
57.900000;50.000000;97.579139;146.780460
58.000000;50.000000;97.578281;146.779315
58.100000;50.000000;97.577424;146.778169
58.200000;50.000000;97.576566;146.777024
58.300000;50.000000;97.575708;146.775879
58.400000;50.000000;97.574850;146.774734
58.500000;50.000000;97.573992;146.773588
58.600000;50.000000;97.573134;146.772443
58.700000;50.000000;97.572276;146.771298
58.800000;50.000000;97.571419;146.770152
58.900000;50.000000;97.570561;146.769007
59.000000;50.000000;97.569703;146.767862
59.100000;50.000000;97.568845;146.766716
59.200000;50.000000;97.567987;146.765571
59.300000;50.000000;97.567129;146.764426
59.400000;50.000000;97.566271;146.763280
59.500000;50.000000;97.565414;146.762135
59.600000;50.000000;97.564556;146.760990
59.700000;50.000000;97.563698;146.759844
59.800000;50.000000;97.562840;146.758699
59.900000;50.000000;97.561982;146.757553
60.000000;50.000000;97.561124;146.756408
60.100000;50.000000;97.560266;146.755263
60.200000;50.000000;97.559409;146.754117
60.300000;50.000000;97.558551;146.752972
60.400000;50.000000;97.557693;146.751826
60.500000;50.000000;97.556835;146.750681
60.600000;50.000000;97.555977;146.749536
60.700000;50.000000;97.555119;146.748390
60.800000;50.000000;97.554261;146.747245
60.900000;50.000000;97.553404;146.746099
61.000000;50.000000;97.552546;146.744954
61.100000;50.000000;97.551688;146.743808
61.200000;50.000000;97.550830;146.742663
61.300000;50.000000;97.549972;146.741517
61.400000;50.000000;97.549114;146.740372
61.500000;50.000000;97.548256;146.739226
61.600000;50.000000;97.547399;146.738081
61.700000;50.000000;97.546541;146.736935
61.800000;50.000000;97.545683;146.735790
61.900000;50.000000;97.544825;146.734644
62.000000;50.000000;97.543967;146.733499
62.100000;50.000000;97.543109;146.732353
62.200000;50.000000;97.542251;146.731208
62.300000;50.000000;97.541394;146.730062
62.400000;50.000000;97.540536;146.728917
62.500000;50.000000;97.539678;146.727771
62.600000;50.000000;97.538820;146.726626
62.700000;50.000000;97.537962;146.725480
62.800000;50.000000;97.537104;146.724334
62.900000;50.000000;97.536246;146.723189
63.000000;50.000000;97.535389;146.722043
63.100000;49.275362;97.540007;146.733995
63.200000;48.550725;97.544561;146.745770
63.300000;47.826087;97.549052;146.757368
63.400000;47.101449;97.553479;146.768787
63.500000;46.376812;97.557841;146.780026
63.600000;45.652174;97.562139;146.791086
63.700000;44.927536;97.566372;146.801966
63.800000;44.202899;97.570541;146.812664
63.900000;43.478261;97.574644;146.823181
64.000000;42.753623;97.578683;146.833515
64.100000;42.028986;97.582655;146.843666
64.200000;41.304348;97.586563;146.853634
64.300000;40.579710;97.590404;146.863417
64.400000;39.855072;97.594180;146.873016
64.500000;39.130435;97.597889;146.882429
64.600000;38.405797;97.601533;146.891656
64.700000;37.681159;97.605109;146.900697
64.800000;36.956522;97.608620;146.909550
64.900000;36.231884;97.612063;146.918216
65.000000;35.507246;97.615440;146.926693
65.100000;34.782609;97.618750;146.934982
65.200000;34.057971;97.621992;146.943082
65.300000;33.333333;97.625167;146.950992
65.400000;32.608696;97.628275;146.958712
65.500000;31.884058;97.631316;146.966241
65.600000;31.159420;97.634288;146.973579
65.700000;30.434783;97.637193;146.980726
65.800000;29.710145;97.640030;146.987680
65.900000;28.985507;97.642799;146.994442
66.000000;28.260870;97.645500;147.001011
66.100000;27.536232;97.648132;147.007387
66.200000;26.811594;97.650667;147.013569
66.300000;26.086957;97.653117;147.019558
66.400000;25.362319;97.655482;147.025351
66.500000;24.637681;97.657763;147.030950
66.600000;23.913043;97.659961;147.036354
66.700000;23.188406;97.662078;147.041562
66.800000;22.463768;97.664114;147.046574
66.900000;21.739130;97.666069;147.051390
67.000000;21.014493;97.667946;147.056010
67.100000;20.289855;97.669744;147.060433
67.200000;19.565217;97.671465;147.064659
67.300000;18.840580;97.673109;147.068687
67.400000;18.115942;97.674678;147.072518
67.500000;17.391304;97.676173;147.076151
67.600000;16.666667;97.677593;147.079585
67.700000;15.942029;97.678942;147.082822
67.800000;15.217391;97.680218;147.085859
67.900000;14.492754;97.681424;147.088698
68.000000;13.768116;97.682560;147.091338
68.100000;13.043478;97.683628;147.093779
68.200000;12.318841;97.684627;147.096020
68.300000;11.594203;97.685560;147.098061
68.400000;10.869565;97.686427;147.099903
68.500000;10.144928;97.687235;147.101545
68.600000;9.420290;97.687985;147.102987
68.700000;8.695652;97.688678;147.104228
68.800000;7.971014;97.689314;147.105270
68.900000;7.246377;97.689891;147.106111
69.000000;6.521739;97.690411;147.106751
69.100000;5.797101;97.690874;147.107191
69.200000;5.072464;97.691278;147.107430
69.300000;4.347826;97.691625;147.107469
69.400000;3.623188;97.691914;147.107306
69.500000;2.898551;97.692145;147.106943
69.600000;2.173913;97.692319;147.106379
69.700000;1.449275;97.692434;147.105614
69.800000;0.724638;97.692492;147.104648
69.900000;0.000000;97.692492;147.103482
70.000000;0.000000;97.692492;147.102315
70.100000;0.000000;97.692492;147.101148
70.200000;0.000000;97.692492;147.099982
70.300000;0.000000;97.692492;147.098815
70.400000;0.000000;97.692492;147.097648
70.500000;0.000000;97.692492;147.096481
70.600000;0.000000;97.692492;147.095314
70.700000;0.000000;97.692492;147.094147
70.800000;0.000000;97.692492;147.092980
70.900000;0.000000;97.692492;147.091814
71.000000;0.000000;97.692492;147.090647
71.100000;0.000000;97.692492;147.089480
71.200000;0.000000;97.692492;147.088313
71.300000;0.000000;97.692492;147.087146
71.400000;0.000000;97.692492;147.085979
71.500000;0.000000;97.692492;147.084812
71.600000;0.000000;97.692492;147.083645
71.700000;0.000000;97.692491;147.082479
71.800000;0.000000;97.692491;147.081312
71.900000;0.000000;97.692491;147.080145
72.000000;0.000000;97.692491;147.078978
72.100000;0.000000;97.692491;147.077811
72.200000;0.000000;97.692491;147.076644
72.300000;0.000000;97.692491;147.075477
72.400000;0.000000;97.692491;147.074310
72.500000;0.000000;97.692491;147.073143
72.600000;0.000000;97.692491;147.071976
72.700000;0.000000;97.692491;147.070810
72.800000;0.000000;97.692491;147.069643
72.900000;0.000000;97.692491;147.068476
73.000000;0.000000;97.692491;147.067309
73.100000;0.000000;97.692491;147.066142
73.200000;0.000000;97.692491;147.064975
73.300000;0.000000;97.692491;147.063808
73.400000;0.000000;97.692491;147.062641
73.500000;0.000000;97.692491;147.061474
73.600000;0.000000;97.692491;147.060307
73.700000;0.000000;97.692491;147.059140
73.800000;0.000000;97.692490;147.057973
73.900000;0.000000;97.692490;147.056806
74.000000;0.000000;97.692490;147.055640
74.100000;0.000000;97.692490;147.054473
74.200000;0.000000;97.692490;147.053306
74.300000;0.000000;97.692490;147.052139
74.400000;0.000000;97.692490;147.050972
74.500000;0.000000;97.692490;147.049805
74.600000;0.000000;97.692490;147.048638
74.700000;0.000000;97.692490;147.047471
74.800000;0.000000;97.692490;147.046304
74.900000;0.000000;97.692490;147.045137
75.000000;0.000000;97.692490;147.043970
75.100000;0.000000;97.692490;147.042803
75.200000;0.000000;97.692490;147.041636
75.300000;0.000000;97.692490;147.040469
75.400000;0.000000;97.692490;147.039302
75.500000;0.000000;97.692490;147.038135
75.600000;0.000000;97.692490;147.036968
75.700000;0.000000;97.692490;147.035801
75.800000;0.000000;97.692490;147.034634
75.900000;0.000000;97.692489;147.033467
76.000000;0.000000;97.692489;147.032300
76.100000;0.000000;97.692489;147.031133
76.200000;0.000000;97.692489;147.029966
76.300000;0.000000;97.692489;147.028799
76.400000;0.000000;97.692489;147.027632
76.500000;0.000000;97.692489;147.026465
76.600000;0.000000;97.692489;147.025298
76.700000;0.000000;97.692489;147.024131
76.800000;0.000000;97.692489;147.022964
76.900000;0.000000;97.692489;147.021797
77.000000;0.000000;97.692489;147.020630
77.100000;0.000000;97.692489;147.019463
77.200000;0.000000;97.692489;147.018296
77.300000;0.000000;97.692489;147.017129
77.400000;0.000000;97.692489;147.015962
77.500000;0.000000;97.692489;147.014795
77.600000;0.000000;97.692489;147.013628
77.700000;0.000000;97.692489;147.012461
77.800000;0.000000;97.692489;147.011294
77.900000;0.000000;97.692489;147.010127
78.000000;0.000000;97.692489;147.008960
78.100000;0.000000;97.692488;147.007793
78.200000;0.000000;97.692488;147.006626
78.300000;0.000000;97.692488;147.005459
78.400000;0.000000;97.692488;147.004292
78.500000;0.000000;97.692488;147.003125
78.600000;0.000000;97.692488;147.001958
78.700000;0.000000;97.692488;147.000791
78.800000;0.000000;97.692488;146.999624
78.900000;0.000000;97.692488;146.998456
79.000000;0.000000;97.692488;146.997289
79.100000;0.000000;97.692488;146.996122
79.200000;0.000000;97.692488;146.994955
79.300000;0.000000;97.692488;146.993788
79.400000;0.000000;97.692488;146.992621
79.500000;0.000000;97.692488;146.991454
79.600000;0.000000;97.692488;146.990287
79.700000;0.000000;97.692488;146.989120
79.800000;0.000000;97.692488;146.987953
79.900000;0.000000;97.692488;146.986786
80.000000;0.000000;97.692488;146.985619
80.100000;0.379747;97.692438;146.984452
80.200000;0.759494;97.692340;146.983284
80.300000;1.139241;97.692193;146.982117
80.400000;1.518987;97.691997;146.980950
80.500000;1.898734;97.691751;146.979783
80.600000;2.278481;97.691457;146.978616
80.700000;2.658228;97.691113;146.977449
80.800000;3.037975;97.690720;146.976282
80.900000;3.417722;97.690278;146.975115
81.000000;3.797468;97.689787;146.973948
81.100000;4.177215;97.689247;146.972781
81.200000;4.556962;97.688658;146.971613
81.300000;4.936709;97.688019;146.970446
81.400000;5.316456;97.687332;146.969279
81.500000;5.696203;97.686595;146.968112
81.600000;6.075949;97.685809;146.966945
81.700000;6.455696;97.684973;146.965778
81.800000;6.835443;97.684089;146.964611
81.900000;7.215190;97.683155;146.963444
82.000000;7.594937;97.682172;146.962276
82.100000;7.974684;97.681154;146.961109
82.200000;8.354430;97.680106;146.959942
82.300000;8.734177;97.679029;146.958775
82.400000;9.113924;97.677923;146.957608
82.500000;9.493671;97.676775;146.956441
82.600000;9.873418;97.675581;146.955274
82.700000;10.253165;97.674340;146.954106
82.800000;10.632911;97.673054;146.952939
82.900000;11.012658;97.671725;146.951772
83.000000;11.392405;97.670357;146.950605
83.100000;11.772152;97.668950;146.949438
83.200000;12.151899;97.667503;146.948271
83.300000;12.531646;97.666018;146.947104
83.400000;12.911392;97.664494;146.945936
83.500000;13.291139;97.662933;146.944769
83.600000;13.670886;97.661333;146.943602
83.700000;14.050633;97.659696;146.942435
83.800000;14.430380;97.658022;146.941268
83.900000;14.810127;97.656311;146.940101
84.000000;15.189873;97.654564;146.938933
84.100000;15.569620;97.652780;146.937766
84.200000;15.949367;97.650960;146.936599
84.300000;16.329114;97.649105;146.935432
84.400000;16.708861;97.647214;146.934265
84.500000;17.088608;97.645288;146.933097
84.600000;17.468354;97.643327;146.931930
84.700000;17.848101;97.641331;146.930763
84.800000;18.227848;97.639301;146.929596
84.900000;18.607595;97.637959;146.905478
85.000000;18.987342;97.636595;146.880883
85.100000;19.367089;97.635209;146.855811
85.200000;19.746835;97.633802;146.830262
